run_id,D_mJpm2,sigma,Temp,returncode,duration_s,run_dir
229,0.1447896601141518,0.0477319254687776,0.0,0,57.53716516494751,mumax_dataset_ku_by_block_disorder/run_00229
230,0.9035956283921556,0.0299610805623833,0.0,0,69.87822031974792,mumax_dataset_ku_by_block_disorder/run_00230
231,1.3861932881082266,0.1475913656451955,0.0,0,72.0999927520752,mumax_dataset_ku_by_block_disorder/run_00231
232,0.1310117879251315,0.1355533253788463,0.0,0,72.80806469917297,mumax_dataset_ku_by_block_disorder/run_00232
233,0.1114144223723584,0.1083666365189322,0.0,0,71.55926418304443,mumax_dataset_ku_by_block_disorder/run_00233
234,0.8484189247795836,0.0040339229211257,0.0,0,67.43696284294128,mumax_dataset_ku_by_block_disorder/run_00234
235,1.2020115129614224,0.0864376622145211,0.0,0,83.18658208847046,mumax_dataset_ku_by_block_disorder/run_00235
236,0.4016815693412317,0.0046305988040368,0.0,0,72.70011115074158,mumax_dataset_ku_by_block_disorder/run_00236
237,0.5877890855359944,0.1189776854564669,0.0,0,73.15717649459839,mumax_dataset_ku_by_block_disorder/run_00237
238,0.7480893549541132,0.0064044342180137,0.0,0,67.4926483631134,mumax_dataset_ku_by_block_disorder/run_00238
239,0.0935479823287344,0.0211555400695384,0.0,0,68.92017936706543,mumax_dataset_ku_by_block_disorder/run_00239
240,0.7287644891662638,0.1010357733613098,0.0,0,73.17857193946838,mumax_dataset_ku_by_block_disorder/run_00240
241,0.589435999622195,0.0383753765647395,0.0,0,71.8311665058136,mumax_dataset_ku_by_block_disorder/run_00241
242,1.069276531345318,0.1273306060372062,0.0,0,78.9401912689209,mumax_dataset_ku_by_block_disorder/run_00242
243,0.9833340783640588,0.1047324558712523,0.0,0,71.71667504310608,mumax_dataset_ku_by_block_disorder/run_00243
244,0.6954405999969865,0.0489479937682904,0.0,0,70.28072118759155,mumax_dataset_ku_by_block_disorder/run_00244
